"","num.friends","gifts.received","gave.gift"
"470",328.209696267078,0,1
"471",363.621844628926,0,0
"472",403.374365634475,1,1
"473",335.513235973963,0,0
"474",395.548952528113,0,0
"475",419.614287649193,0,0
"476",329.031081038933,0,0
"477",369.608712747035,0,0
"478",344.964138218029,0,0
"479",340.335823925229,0,1
"480",368.449359285588,0,0
"481",307.231051763336,0,0
"482",332.341652446715,0,0
"483",351.675281800598,0,0
"484",347.153832852506,0,0
"485",351.895934392564,0,0
"486",337.257055048961,0,0
"487",404.154088977418,0,0
"488",350.245516691018,0,0
"489",379.389987243304,0,0
"490",299.596666111892,0,0
"491",303.169421908712,0,0
"492",386.557617666393,0,0
"493",349.616766766444,0,0
"494",377.624300535809,0,0
"495",330.035557170426,0,0
"496",405.818949344378,0,0
"497",286.737532478439,0,0
"498",400.868699412004,1,0
"499",356.218848147813,0,0
"500",378.645003684028,0,1
"501",392.472190616696,0,0
"502",390.835175468163,0,1
"503",356.149147246343,0,0
"504",338.567018496505,0,1
"505",420.777805469391,0,0
"506",348.573671621274,0,0
"507",375.375300143359,0,0
"508",347.057415498682,0,0
"509",341.220839120242,0,0
"510",432.936810916667,0,0
"511",304.92719536308,0,0
"512",284.044884993341,0,0
"513",423.639399632363,0,0
"514",416.98249608645,0,0
"515",385.499095638695,0,1
"516",384.028680159613,0,0
"517",353.300272202097,0,0
"518",354.942407494353,0,0
"519",373.449737640177,0,0
"520",359.768362083642,0,1
"521",362.999259375824,0,0
"522",330.253349110765,0,0
"523",364.02870244121,0,1
"524",398.765729281185,0,0
"525",315.039774675993,0,0
"526",372.544090241538,0,1
"527",392.871963664951,0,0
"528",372.772875571739,0,0
"529",375.93048062474,0,0
"530",406.844185328105,0,0
"531",345.504919868982,0,0
"532",361.836132671373,0,1
"533",349.82199044661,0,1
"534",359.060212582674,0,1
"535",353.54077435804,0,0
"536",341.147434426842,0,0
"537",388.359459674745,0,0
"538",380.205555000671,0,0
"539",397.438518494284,0,0
"540",384.168961191796,0,0
"541",345.01575663831,0,0
"542",391.037336726226,0,0
"543",338.40986184389,0,0
"544",355.214232693136,0,0
"545",333.072031072688,0,0
"546",381.242023123307,0,0
"547",332.613600890531,0,0
"548",389.097830747334,0,0
"549",370.188457750192,0,0
"550",378.392232254866,0,0
"551",346.108741753406,0,0
"552",375.780654470521,0,0
"553",374.687746286431,0,1
"554",360.165273679762,0,0
"555",369.172207185067,0,1
"556",374.418720364696,0,1
"557",331.882182335427,0,0
"558",331.627885821585,0,0
"559",337.07524680567,0,0
"560",339.283827606041,0,0
"561",343.868429334891,0,0
"562",361.60118225816,0,0
"563",345.668857146497,0,0
"564",348.673408290435,0,1
"565",314.54253491864,0,0
"566",359.978503845443,0,0
"567",367.51495175056,0,1
"568",341.293882777828,0,0
"569",272.588901218116,0,0
"570",348.521273987437,0,0
"571",300.54959984846,0,0
"572",391.797686396341,0,0
"573",307.217211903944,0,0
"574",320.088358629815,0,1
"575",394.65369994119,0,1
"576",390.209010686401,0,0
"577",383.915856013948,0,0
"578",311.851260980673,0,1
"579",359.617589856096,0,0
"580",348.265762169044,0,0
"581",381.805815494017,0,0
"582",342.130981223057,0,0
"583",364.898871065415,0,0
"584",317.301977679333,0,0
"585",381.569401715193,0,0
"586",336.192479785895,0,0
"587",339.40200346501,0,0
"588",396.430945663199,0,0
"589",383.24044663794,0,0
"590",339.643408961953,0,0
"591",387.323614999127,0,0
"592",378.949369269767,0,0
"593",379.033809965455,0,0
"594",334.100672850403,0,0
"595",341.527626173483,0,0
"596",370.473976626422,0,0
"597",354.401708209458,0,0
"598",343.493924434692,0,0
"599",355.663242915984,0,0
"600",357.334272141312,0,0
"601",365.236829478444,0,0
"602",404.73053056735,0,0
"603",347.516405734075,0,0
"604",345.03211393235,0,0
"605",334.843213691718,0,1
"606",366.669219045204,0,1
"607",280.767805344519,0,0
"608",393.716053933678,0,0
"609",407.741231382792,0,0
"610",391.356854509693,0,0
"611",406.215589524045,0,0
"612",376.710713188107,0,0
"613",405.656578157783,0,0
"614",322.57375019082,0,0
"615",383.79272949315,0,0
"616",365.862460672744,0,0
"617",385.584404649454,0,0
"618",401.289185857894,1,0
"619",372.456350742987,0,1
"620",346.161024665128,0,0
"621",419.573762275115,0,0
"622",349.260467462992,0,0
"623",324.967572850439,0,1
"624",320.840070197632,0,0
"625",379.692941794222,0,0
"626",340.651899747867,0,0
"627",414.407920606991,0,0
"628",340.311245032181,0,0
"629",370.391396364525,0,0
"630",307.556487760916,0,0
"631",368.431278269999,0,0
"632",391.094306405288,0,0
"633",313.036332975448,0,0
"634",374.005175133623,0,0
"635",382.39504672066,0,0
"636",352.048822945817,0,0
"637",354.495081912842,0,0
"638",306.612814025809,0,1
"639",311.951102342837,0,0
"640",352.058150098711,0,0
"641",340.81966430917,0,1
"642",347.514916262837,0,1
"643",418.135903990941,0,0
"644",367.133607085512,0,1
"645",351.609016626116,0,0
"646",349.187223623607,0,0
"647",400.40913124798,0,1
"648",363.601509528001,0,0
"649",355.082721042198,0,0
"650",411.918367255586,0,0
"651",383.399010167358,0,0
"652",369.90472503842,0,0
"653",354.719062429476,0,0
"654",375.135655088816,0,0
"655",370.406522652208,0,0
"656",404.57217238443,0,0
"657",350.470726009476,0,0
"658",346.183385173525,0,0
"659",374.386953761313,0,0
"660",353.641957163969,0,0
"661",336.988492711307,0,0
"662",370.292147130357,0,0
"663",347.625010901398,0,1
"664",343.397552816496,0,0
"665",325.874108770225,0,0
"666",325.571320845928,0,0
"667",337.337061898616,0,0
"668",405.172714283332,0,0
"669",366.343916956183,0,0
"670",354.106070992926,0,0
"671",363.892295838633,0,0
"672",367.551989922201,0,0
"673",373.42106412835,0,1
"674",352.78394099644,0,0
"675",336.062877753363,0,0
"676",336.233197132931,0,0
"677",347.409218172705,0,0
"678",371.710778339196,0,0
"679",376.393893069081,0,0
"680",316.788267764533,0,0
"681",354.243377969224,0,0
"682",429.468048522996,0,0
"683",361.913423569885,0,0
"684",402.576160928899,0,0
"685",362.84191474468,0,0
"686",363.712374315003,0,0
"687",354.705015638133,0,0
"688",364.6940996345,0,0
"689",343.852621893408,0,0
"690",387.032447333085,0,0
"691",358.989361597736,0,0
"692",355.600909627165,0,0
"693",410.868016230472,0,0
"694",380.331155163692,0,0
"695",335.797866269968,0,0
"696",341.309536403154,0,1
"697",369.729674995941,0,0
"698",324.941594751506,0,1
"699",359.984632140118,0,0
"700",408.862783628579,0,0
"701",387.070725513071,0,0
"702",276.104813626439,0,0
"703",372.420368746896,0,0
"704",349.583678981103,0,0
"705",390.622029805913,0,0
"706",357.227945526775,0,0
"707",316.603603015232,0,1
"708",330.742584608524,0,0
"709",381.303180825671,0,0
"710",316.678155504154,0,0
"711",383.520387284694,0,1
"712",379.700717475268,0,0
"713",382.622627757468,0,0
"714",356.45982694849,0,0
"715",378.412627856285,0,1
"716",336.888860218896,0,0
"717",371.32988295046,0,0
"718",317.595811974583,0,0
"719",374.65475113517,0,0
"720",368.098612072216,0,0
"721",365.35985895482,0,0
"722",323.817203508744,0,0
"723",344.449191413169,0,0
"724",398.097873411233,0,0
"725",382.261579862922,0,0
"726",312.782254654201,0,0
"727",367.463701735209,0,0
"728",360.626091917912,0,0
"729",377.313047617198,0,0
"730",368.574355195725,0,0
"731",299.630482055855,0,0
"732",377.235278067528,0,0
"733",422.984607542379,1,0
"734",354.564737563107,0,0
"735",283.394829073438,0,0
"736",332.4147007625,0,1
"737",343.371014926392,0,0
"738",328.391690290145,0,0
"739",361.090600840198,0,0
"740",368.839772247624,0,0
"741",346.410419295694,0,0
"742",355.403001769408,0,1
"743",382.201065705757,0,0
"744",335.741687522133,0,0
"745",351.004103974812,0,0
"746",367.175756835302,0,0
"747",318.08970573751,0,0
"748",372.342605532228,0,0
"749",368.161097739953,0,0
"750",375.797306406912,0,0
"751",359.191871557851,0,0
"752",372.753033716959,0,1
"753",379.52492195819,0,0
"754",388.324462230373,0,0
"755",314.492425961325,0,0
"756",337.346828613662,0,0
"757",374.357582302823,0,0
"758",328.405960147964,0,0
"759",316.243343679214,0,0
"760",371.887158332028,0,0
"761",360.991633225341,0,0
"762",417.419996564474,0,0
"763",367.20905901394,0,0
"764",363.311104882204,0,0
"765",396.565688178041,0,0
"766",335.96580611276,0,0
"767",405.823566400336,0,0
"768",325.20147771889,0,0
"769",354.517294149801,0,0
"770",415.858797433577,0,0
"771",365.262551955523,0,1
"772",335.270199824923,0,0
"773",383.940675300004,0,0
"774",324.574090670695,0,0
"775",349.164576714802,0,0
"776",351.39705690692,0,0
"777",358.708883964026,0,0
"778",384.661042636307,0,0
"779",343.889147287106,0,0
"780",391.706520735257,0,0
"781",396.364423057187,0,0
"782",331.887492786204,0,0
"783",354.5002081802,0,0
"784",366.205355806678,0,0
"785",408.998318994906,0,0
"786",354.638704988084,0,0
"787",417.392730934927,1,0
"788",320.908568390467,0,0
"789",326.518008295277,0,0
"790",400.006393382877,0,0
"791",381.456070149486,0,1
"792",316.339825307367,0,0
"793",370.699434939873,0,0
"794",298.507690738396,0,0
"795",346.250168282829,0,0
"796",360.089821889469,0,0
"797",338.697875852863,0,0
"798",344.070948834275,0,0
"799",392.297052324721,0,1
"800",360.019349560492,0,0
"801",377.098586176477,0,1
"802",353.812063734018,0,0
"803",325.922458006749,0,0
"804",311.533491550672,0,0
"805",363.112039360031,0,0
"806",359.797064852338,0,0
"807",383.883175989642,0,0
"808",385.404693522938,0,0
"809",376.50851331979,0,0
"810",415.860204435617,0,0
"811",400.439865892606,0,0
"812",371.78854917816,0,1
"813",344.368218569886,0,0
"814",342.668248705839,0,0
"815",338.787620449692,0,0
"816",311.184345097184,0,0
"817",390.959574899097,0,0
"818",335.265425846166,0,1
"819",311.3924909393,0,0
"820",361.475533856937,0,0
"821",369.918385089383,0,0
"822",407.939307250366,0,0
"823",371.846956464932,0,0
"824",335.40452287328,0,1
"825",380.850925297404,0,0
"826",338.535483917349,0,0
"827",343.150518716848,0,0
"828",378.24823543762,0,0
"829",315.197412871093,0,0
"830",389.608106976387,0,0
"831",375.881639901136,0,0
"832",307.113178857734,0,1
"833",391.998264604245,0,0
"834",348.542148440263,0,1
"835",418.471548962801,0,0
"836",370.648810294616,0,0
"837",374.04445486127,0,0
"838",358.528745877479,0,0
"839",363.31905664182,0,0
"840",375.284250122843,0,1
"841",356.275109142005,0,0
"842",415.357228523556,0,0
"843",353.420481235151,0,0
"844",374.234712682253,0,1
"845",397.425579260396,0,0
"846",331.944203316978,0,1
"847",385.064918344077,0,0
"848",388.54057455834,0,0
"849",350.681046720931,0,0
"850",383.175073829842,0,0
"851",355.031103058475,0,0
"852",333.262009438746,0,0
"853",377.450103129169,0,0
"854",359.840279134812,0,0
"855",310.188342153198,0,0
"856",358.448237008956,0,0
"857",360.978618713258,0,0
"858",341.593169315511,0,0
"859",355.783732977812,0,0
"860",367.120057500072,0,0
"861",310.188977297183,0,1
"862",367.992854710202,0,0
"863",359.890668076303,0,0
"864",325.020848235155,0,0
"865",368.564604621983,0,0
"866",350.268605716905,0,1
"867",381.63654066239,0,0
"868",338.489224711745,0,0
"869",395.068263811791,0,0
"870",369.196733179853,0,0
"871",354.844015591229,0,0
"872",305.054283210651,0,1
"873",338.344630964403,0,0
"874",321.035644748302,0,0
"875",353.940863296641,0,0
"876",375.239694147569,0,0
"877",438.940007600961,0,0
"878",338.047335444306,0,0
"879",382.455901168985,0,0
"880",328.654195410524,0,0
"881",326.755188337874,0,0
"882",341.284403062093,0,0
"883",323.371104523257,0,1
"884",352.061085654518,0,0
"885",363.1985506745,0,0
"886",313.379675279503,0,0
"887",351.404779197116,0,1
"888",380.667820842782,0,0
"889",382.260838171695,0,0
"890",388.902612812065,0,1
"891",372.004951107595,0,0
"892",342.9340609116,0,1
"893",320.301488639719,0,0
"894",387.045646736686,0,0
"895",386.766342122492,0,0
"896",331.104406124587,0,0
"897",340.899535043294,0,0
"898",331.916345511033,0,0
"899",389.165865724765,0,0
"900",350.405347352989,0,0
"901",352.791060928545,0,0
"902",359.844104061264,0,0
"903",338.222245704449,0,1
"904",322.885657319856,0,1
"905",319.881859359974,0,0
"906",373.389928981864,0,0
"907",398.307451659578,0,0
"908",382.752005210684,0,0
"909",396.279116565107,0,0
"910",428.412668272564,0,0
"911",393.048316719023,0,0
"912",323.996042366906,0,0
"913",386.624397418856,0,0
"914",322.984256493891,0,1
"915",397.201602052163,0,0
"916",395.920905805041,0,0
"917",293.862760836992,0,0
"918",368.980141642724,0,1
"919",387.527418745181,0,0
"920",401.042306329751,0,0
"921",334.621789500616,0,0
"922",364.247117426223,0,0
"923",351.190441704559,0,1
"924",283.930452941859,0,0
"925",351.919232870763,0,0
"926",377.771383443049,0,0
"927",333.834130437055,0,0
"928",373.605036695639,0,0
"929",369.08058989378,0,0
"930",355.328744604428,0,0
"931",324.91414979313,0,0
"932",361.68964213985,0,0
"933",356.043424048399,0,0
"934",362.496437473403,0,0
"935",297.910579957722,0,0
"936",356.810187520675,0,0
"937",368.37798843485,0,0
"938",348.107960984354,0,0
"939",378.645031988017,0,0
"940",358.748975385159,0,0
"941",353.055623847382,0,1
"942",356.298878793664,0,0
"943",377.06993288967,0,1
"944",357.2033958318,0,0
"945",341.442570647788,0,0
"946",367.809167911229,0,0
"947",336.259555593341,0,0
"948",309.951058842738,0,0
"949",344.10886355501,0,0
"950",367.379315012706,0,0
"951",333.973850848529,0,0
"952",370.612233861996,0,0
"953",351.469694487373,0,0
"954",388.129743613468,0,0
"955",340.961199845024,0,0
"956",385.42920641386,0,1
"957",316.370359608082,0,1
"958",318.809857717187,0,0
"959",334.340596316635,0,0
"960",386.564464391704,0,0
"961",330.776403381489,0,0
"962",366.608574492579,0,0
"963",381.279792479996,0,0
"964",363.903742689585,0,0
"965",362.059816790992,0,0
"966",323.775046634703,0,0
"967",358.69462643654,0,0
"968",318.553031058364,0,0
"969",367.421458649633,0,0
"970",324.151795621403,0,0
"971",371.172576923306,0,1
"972",400.10107004099,0,0
"973",305.514382762175,0,0
"974",411.997430621026,0,0
"975",413.155434671383,0,0
"976",376.578809991124,0,0
"977",375.034773496428,0,0
"978",339.79242830106,0,0
"979",393.94671583119,0,1
"980",405.241004737997,0,0
"981",340.074891690117,0,0
"982",381.786108730923,0,0
"983",347.046174812035,0,1
"984",364.19311630578,0,0
"985",337.074287579116,0,0
"986",345.899441852657,0,0
"987",380.397285704277,0,0
"988",346.057130236257,0,0
"989",413.25842470888,0,1
"990",328.524631580161,0,0
"991",379.803264060432,0,0
"992",379.718105177863,0,0
"993",411.85804863045,0,0
"994",321.452018572177,0,0
"995",280.281555799836,0,0
"996",303.42989592496,0,0
"997",343.447711038139,0,0
